Type,"Date effective from","Date no longer in force",Name,ABN,City,State,Postcode,"Provider Number","Other relevant info","Registration Groups","Relevant information"
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Pathfinders Support Services Pty Ltd","71651228750 ","PARA VISTA ",SA,5093,,,,"On the 28 March 2025, a compliance notice was issued to Pathfinders Support Services Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Pathfinders Support Services Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Pathfinders Support Services Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Pathfinders Support Services Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Vijay Dubey","65962361733 ","SCULLIN ",ACT,2614,,,,"On the 28 March 2025, a compliance notice was issued to Vijay Dubey under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Vijay Dubey has contravened section 73J of the NDIS Act. More specifically, the failure by Vijay Dubey to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Vijay Dubey to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Ord Valley Aboriginal Health Services Aboriginal Corporation ","62910270592 ","KUNUNURRA ",WA,6743,,,,"On the 28 March 2025, a compliance notice was issued to Ord Valley Aboriginal Health Services Aboriginal Corporation under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Ord Valley Aboriginal Health Services Aboriginal Corporation has contravened section 73J of the NDIS Act. More specifically, the failure by Ord Valley Aboriginal Health Services Aboriginal Corporation to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Ord Valley Aboriginal Health Services Aboriginal Corporation to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Rgj Enterprises Pty. Ltd. ","65653348504 ","ENOGGERA ",QLD,4051,,,,"On the 28 March 2025, a compliance notice was issued to Rgj Enterprises Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Rgj Enterprises Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Rgj Enterprises Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Rgj Enterprises Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-09-18T07:00:00,"Pathways Therapeutic & Mental Health Services Pty. Ltd. ","98169745000 ","SOUTH MORANG ",VIC,3752,,,,"On the 28 March 2025, a compliance notice was issued to Pathways Therapeutic & Mental Health Services Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Pathways Therapeutic & Mental Health Services Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Pathways Therapeutic & Mental Health Services Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Pathways Therapeutic & Mental Health Services Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Nexus Support Coordination Pty. Ltd. ","76649990321 ","KARRATHA ",WA,6714,,,,"On the 28 March 2025, a compliance notice was issued to Nexus Support Coordination Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Nexus Support Coordination Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Nexus Support Coordination Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Nexus Support Coordination Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"The Trustee For The Flex Health Services Unit Trust ","39746003931 ","PERTH ",WA,6000,,,,"On the 28 March 2025, a compliance notice was issued to The Trustee For The Flex Health Services Unit Trust under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that The Trustee For The Flex Health Services Unit Trust has contravened section 73J of the NDIS Act. More specifically, the failure by The Trustee For The Flex Health Services Unit Trust to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires The Trustee For The Flex Health Services Unit Trust to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"My Care Coordination Pty. Ltd. ","16661785708 ","JOONDALUP ",WA,6027,,,,"On the 28 March 2025, a compliance notice was issued to My Care Coordination Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that My Care Coordination Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by My Care Coordination Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires My Care Coordination Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Nicole Murray ","65204806322 ","ORANGE ",NSW,2800,,,,"On the 28 March 2025, a compliance notice was issued to Nicole Murray under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Nicole Murray has contravened section 73J of the NDIS Act. More specifically, the failure by Nicole Murray to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Nicole Murray to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Moonta Health And Aged Care Service Inc. ","86431340844 ","MOONTA ",SA,5558,,,,"On the 28 March 2025, a compliance notice was issued to Moonta Health And Aged Care Service Inc. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Moonta Health And Aged Care Service Inc. has contravened section 73J of the NDIS Act. More specifically, the failure by Moonta Health And Aged Care Service Inc. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Moonta Health And Aged Care Service Inc. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"King Of Trades Pty Ltd","78621149415 ","LOGANHOLME ",QLD,4129,,,,"On the 28 March 2025, a compliance notice was issued to King Of Trades Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that King Of Trades Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by King Of Trades Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires King Of Trades Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-10-13T06:00:00,"Freeway Family Doctors Pty Ltd ","44634945663 ","EIGHT MILE PLAINS ",QLD,4113,,,,"On the 28 March 2025, a compliance notice was issued to Freeway Family Doctors Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Freeway Family Doctors Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Freeway Family Doctors Pty Ltd to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Freeway Family Doctors Pty Ltd to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Ata Connections-Jireh Support Services Pty. Ltd. ","32643889203 ","EATON ",WA,6232,,,,"On the 28 March 2025, a compliance notice was issued to Ata Connections-Jireh Support Services Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Ata Connections-Jireh Support Services Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Ata Connections-Jireh Support Services Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Ata Connections-Jireh Support Services Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Karbhat Pty. Ltd. ","83614303749 ","PENRITH ",NSW,2750,,,,"On the 28 March 2025, a compliance notice was issued to Karbhat Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Karbhat Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Karbhat Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Karbhat Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"C Kane & L Pearson ","69165620527 ","BAYSWATER ",WA,6053,,,,"On the 28 March 2025, a compliance notice was issued to C Kane & L Pearson under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that C Kane & L Pearson has contravened section 73J of the NDIS Act. More specifically, the failure by C Kane & L Pearson to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires C Kane & L Pearson to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Lindex Australian Pty. Ltd. ","97650080265 ","ALEXANDRIA ",NSW,2015,,,,"On the 28 March 2025, a compliance notice was issued to Lindex Australian Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Lindex Australian Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Lindex Australian Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Lindex Australian Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Lighthouse Allied Health Group Pty. Ltd. ","16657722748 ","LOUTH PARK ",NSW,2320,,,,"On the 28 March 2025, a compliance notice was issued to Lighthouse Allied Health Group Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Lighthouse Allied Health Group Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Lighthouse Allied Health Group Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Lighthouse Allied Health Group Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Krishna Pathak ","56846722421 ","TENNANT CREEK ",NT,0860,,,,"On the 28 March 2025, a compliance notice was issued to Krishna Pathak under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Krishna Pathak has contravened section 73J of the NDIS Act. More specifically, the failure by Krishna Pathak to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Krishna Pathak to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Life Compass Disability Support Services Pty. Ltd. ",,"94659278789 ",QLD,4280,,,,"On the 28 March 2025, a compliance notice was issued to Life Compass Disability Support Services Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Life Compass Disability Support Services Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Life Compass Disability Support Services Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Life Compass Disability Support Services Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-10-13T06:00:00,"Kindly Care Pty Ltd","83647770563 ","ST JOHNS PARK ",NSW,2176,,,,"On the 28 March 2025, a compliance notice was issued to Kindly Care Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Kindly Care Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Kindly Care Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Kindly Care Pty Ltd to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Kid Connect Pty. Ltd. ","29637454981 ","MIDLAND ",WA,6056,,,,"On the 28 March 2025, a compliance notice was issued to Kid Connect Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Kid Connect Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Kid Connect Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Kid Connect Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Integrated Care And Support Pty Ltd","40647414337 ","ZUCCOLI ",NT,0832,,,,"On the 28 March 2025, a compliance notice was issued to Integrated Care And Support Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Integrated Care And Support Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Integrated Care And Support Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Integrated Care And Support Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"The Trustee For Rose Family Trust ","23858553840 ","LISMORE ",NSW,2480,,,,"On the 28 March 2025, a compliance notice was issued to The Trustee For Rose Family Trust under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that The Trustee For Rose Family Trust has contravened section 73J of the NDIS Act. More specifically, the failure by The Trustee For Rose Family Trust to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires The Trustee For Rose Family Trust to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Art Health Enterprises Pty Ltd","62657554400 ","CAROLINE SPRINGS ",VIC,3023,,,,"On the 28 March 2025, a compliance notice was issued to Art Health Enterprises Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Art Health Enterprises Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Art Health Enterprises Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Art Health Enterprises Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-09-18T07:00:00,"Inception Care Pty. Ltd. ","25642942201 ","RYDALMERE ",NSW,2116,,,,"On the 28 March 2025, a compliance notice was issued to Inception Care Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Inception Care Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Inception Care Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Inception Care Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Home Kind Care Pty. Ltd. ","39650490270 ","BRIGHTON EAST ",VIC,3187,,,,"On the 28 March 2025, a compliance notice was issued to Home Kind Care Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Home Kind Care Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Home Kind Care Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Home Kind Care Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Hiya Health Group Pty Ltd","11606602724 ","EIGHT MILE PLAINS ",QLD,4113,,,,"On the 28 March 2025, a compliance notice was issued to Hiya Health Group Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Hiya Health Group Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Hiya Health Group Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Hiya Health Group Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Harkness Home Care Pty Ltd","92647833341 ","MELTON WEST ",VIC,3337,,,,"On the 28 March 2025, a compliance notice was issued to Harkness Home Care Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Harkness Home Care Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Harkness Home Care Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Harkness Home Care Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Stedman, Brett Anthony ","25843635571 ","SHEPPARTON ",VIC,3630,,,,"On the 28 March 2025, a compliance notice was issued to Stedman, Brett Anthony under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Stedman, Brett Anthony has contravened section 73J of the NDIS Act. More specifically, the failure by Stedman, Brett Anthony to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Stedman, Brett Anthony to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Grace Reyat Disability Services Pty Ltd","30658822354 ","MOUNT JOHNS ",NT,0874,,,,"On the 28 March 2025, a compliance notice was issued to Grace Reyat Disability Services Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Grace Reyat Disability Services Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Grace Reyat Disability Services Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Grace Reyat Disability Services Pty. Ltd. d to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Franklin Family Support Services Pty. Ltd. ","83656382099 ","WATERFORD WEST ",QLD,4133,,,,"On the 28 March 2025, a compliance notice was issued to Franklin Family Support Services Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Franklin Family Support Services Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Franklin Family Support Services Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Franklin Family Support Services Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Fortis Care Services Pty Ltd","21655215740 ","WILLIAMS LANDING ",VIC,3027,,,,"On the 28 March 2025, a compliance notice was issued to Fortis Care Services Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Fortis Care Services Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Fortis Care Services Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Fortis Care Services Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-10-13T06:00:00,"Forever Disability Services Pty Limited ","86652586895 ","TREEBY ",WA,6164,,,,"On the 28 March 2025, a compliance notice was issued to Forever Disability Services Pty Limited under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Forever Disability Services Pty Limited has contravened section 73J of the NDIS Act. More specifically, the failure by Forever Disability Services Pty Limited to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Forever Disability Services Pty Limited to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-09-18T07:00:00,"The Trustee For Angie's Makomborero  Family Trust ","78879016717 ","LEWISTON ",SA,5501,,,,"On the 28 March 2025, a compliance notice was issued to The Trustee For Angie's Makomborero Family Trust under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that The Trustee For Angie's Makomborero Family Trust has contravened section 73J of the NDIS Act. More specifically, the failure by The Trustee For Angie's Makomborero Family Trust to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires The Trustee For Angie's Makomborero Family Trust to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-09-25T07:00:00,"Faith Shiva Pty Ltd","23655842327 ","WILLIAMS LANDING ",VIC,3027,,,,"On the 28 March 2025, a compliance notice was issued to Faith Shiva Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Faith Shiva Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Faith Shiva Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Faith Shiva Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Humble Carepoint Pty Ltd ",63643129524,"FLEMINGTON ",VIC,"3031 ",,,,"On the 28 March 2025, a compliance notice was issued to Humble Carepoint Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Humble Carepoint Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Humble Carepoint Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Humble Carepoint Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Empathy Care Services Pty Ltd",56648830737,"ASCOT VALE ",VIC,3032,,,,"On the 28 March 2025, a compliance notice was issued to Empathy Care Services Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Empathy Care Services Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Empathy Care Services Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Empathy Care Services Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Elite Care & Support Services Pty. Ltd. ","64655237862 ","GOULBURN ",NSW,2580,,,,"On the 28 March 2025, a compliance notice was issued to Elite Care & Support Services Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Elite Care & Support Services Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Elite Care & Support Services Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Elite Care & Support Services Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Ecc Supported Living Pty. Ltd. ","35660216348 ","DROUIN ",VIC,3818,,,,"On the 28 March 2025, a compliance notice was issued to Ecc Supported Living Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Ecc Supported Living Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Ecc Supported Living Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Ecc Supported Living Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-09-18T07:00:00,"Dreeft Health Care And Support Service Australia Pty. Ltd. ","72654001304 ","CRAIGBURN FARM ",SA,5051,,,,"On the 28 March 2025, a compliance notice was issued to Dreeft Health Care And Support Service Australia Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Dreeft Health Care And Support Service Australia Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Dreeft Health Care And Support Service Australia Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Dreeft Health Care And Support Service Australia Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Devote Care Pty Ltd","13645652919 ","BLACKTOWN ",NSW,2148,,,,"On the 28 March 2025, a compliance notice was issued to Devote Care Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Devote Care Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Devote Care Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Devote Care Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Australian Allied Pty Ltd","86655093333 ","TRUGANINA ",VIC,3029,,,,"On the 28 March 2025, a compliance notice was issued to Australian Allied Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Australian Allied Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Australian Allied Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Australian Allied Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Sychar Holdings Pty Ltd","58612250665 ","SCHOFIELDS ",NSW,2762,,,,"On the 28 March 2025, a compliance notice was issued to Sychar Holdings Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Sychar Holdings Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Sychar Holdings Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Sychar Holdings Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Community Care Hub Pty. Ltd. ","39650681057 ","BOTANY ",NSW,2019,,,,"On the 28 March 2025, a compliance notice was issued to Community Care Hub Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Community Care Hub Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Community Care Hub Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Community Care Hub Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
